time,src_ip,dst_ip,frame_len,proto
"Apr 22, 2016 06:19:39.431563000 EDT",10.10.10.158,239.255.255.250,452,17
"Apr 22, 2016 06:19:39.436585000 EDT",10.10.10.158,239.255.255.250,460,17
"Apr 22, 2016 06:19:39.436720000 EDT",10.10.10.158,239.255.255.250,456,17
"Apr 22, 2016 06:19:39.462856000 EDT",10.10.10.158,239.255.255.250,450,17
"Apr 22, 2016 06:19:46.274307000 EDT",10.10.10.158,10.10.10.1,118,1
"Apr 22, 2016 06:19:46.274371000 EDT",10.10.10.1,10.10.10.158,118,1
"Apr 22, 2016 06:19:47.280032000 EDT",10.10.10.158,10.10.10.1,118,1
"Apr 22, 2016 06:19:47.280079000 EDT",10.10.10.1,10.10.10.158,118,1
"Apr 22, 2016 06:19:48.284870000 EDT",10.10.10.158,10.10.10.1,118,1
"Apr 22, 2016 06:19:48.284898000 EDT",10.10.10.1,10.10.10.158,118,1
"Apr 22, 2016 06:19:51.279830000 EDT",,,42,
"Apr 22, 2016 06:19:51.282382000 EDT",,,42,
